,modified_f4_0,modified_f4_1,modified_f4_2,modified_f4_3,modified_f4_4
48,34908.28528323675,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
49,34908.28528323675,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
50,34908.28528323675,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
51,34908.28528323675,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
52,34908.28528323675,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
53,34419.17666119935,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
54,10668.027899322786,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
55,3229.4976633281676,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
56,1092.5913575166016,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
57,322.2595896665599,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
58,134.5233220784596,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
59,80.52409421780008,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
60,67.40662131208894,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
61,63.179334797893446,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
62,61.6544153107508,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
63,61.201659077405914,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
64,61.10106667801337,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
65,61.01723191403847,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
66,60.987974823720904,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
67,60.96310742589146,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
68,60.9564539472991,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
69,60.954588417974385,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
70,60.95362736633417,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
71,60.95324187397338,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
72,60.95285999082421,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
73,60.95266892269628,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
74,60.95257440962409,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
75,60.95249968888671,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
76,60.95247148910265,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
77,60.95246190569774,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
78,60.95245304840755,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
79,60.952451829615875,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
80,60.952451788707116,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
81,60.9524515027072,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
82,60.95245146847912,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
83,60.9524514449007,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
84,60.95245144009218,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
85,60.95245143413933,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
86,60.95245143179586,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
87,60.95245142978295,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
88,60.952451427946535,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
89,60.95245142718116,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
90,60.952451426454154,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
91,60.95245142616501,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
92,60.952451426002774,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
93,60.95245142591565,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
94,60.95245142586167,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
95,60.95245142583414,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
96,60.952451425818374,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
97,60.952451425808086,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
98,60.952451425804824,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
99,60.95245142580254,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
100,60.95245142580119,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
101,60.95245142580055,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
102,60.952451425800426,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
103,60.952451425800426,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
104,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
105,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
106,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
107,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
108,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
109,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
110,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
111,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
112,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
113,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
114,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
115,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
116,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
117,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
118,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
119,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
120,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
121,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
122,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
123,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
124,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
125,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
126,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
127,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
128,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
129,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
130,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
131,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
132,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
133,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
134,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
135,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
136,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
137,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
138,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
139,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
140,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
141,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
142,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
143,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
144,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
145,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
146,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
147,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
148,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
149,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
150,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
151,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
152,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
153,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
154,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
155,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
156,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
157,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
158,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
159,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
160,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
161,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
162,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
163,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
164,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
165,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
166,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
167,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
168,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
169,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
170,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
171,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
172,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
173,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
174,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
175,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
176,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
177,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
178,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
179,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
180,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
181,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
182,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
183,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
184,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
185,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
186,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
187,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
188,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
189,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
190,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
191,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
192,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
193,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
194,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
195,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
196,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
197,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
198,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
199,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
200,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
201,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
202,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
203,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
204,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
205,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
206,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
207,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
208,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
209,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
210,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
211,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
212,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
213,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
214,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
215,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
216,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
217,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
218,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
219,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
220,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
221,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
222,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
223,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
224,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
225,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
226,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
227,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
228,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
229,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
230,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
231,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
232,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
233,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
234,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
235,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
236,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
237,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
238,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
239,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
240,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
241,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
242,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
243,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
244,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
245,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
246,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
247,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
248,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
249,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
250,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
251,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
252,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
253,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
254,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
255,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
256,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
257,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
258,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
259,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
260,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
261,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
262,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
263,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
264,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
265,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
266,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
267,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
268,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
269,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
270,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
271,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
272,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
273,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
274,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
275,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
276,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
277,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
278,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
279,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
280,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
281,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
282,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
283,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
284,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
285,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
286,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
287,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
288,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
289,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
290,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
291,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
292,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
293,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
294,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
295,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
296,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
297,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
298,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
299,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
300,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
301,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
302,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
303,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
304,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
305,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
306,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
307,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
308,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
309,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
310,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
311,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
312,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
313,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
314,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
315,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
316,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
317,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
318,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
319,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
320,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
321,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
322,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
323,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
324,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
325,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
326,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
327,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
328,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
329,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
330,60.952451425800405,23197.12753935195,30878.207615309955,25057.840221838083,23900.245453124982
