,eso_f1_0,eso_f1_1,eso_f1_2,eso_f1_3,eso_f1_4,eso_f2_0,eso_f2_1,eso_f2_2,eso_f2_3,eso_f2_4,eso_f3_0,eso_f3_1,eso_f3_2,eso_f3_3,eso_f3_4,eso_f4_0,eso_f4_1,eso_f4_2,eso_f4_3,eso_f4_4,eso_f5_0,eso_f5_1,eso_f5_2,eso_f5_3,eso_f5_4,eso_f6_0,eso_f6_1,eso_f6_2,eso_f6_3,eso_f6_4,eso_f7_0,eso_f7_1,eso_f7_2,eso_f7_3,eso_f7_4,eso_f8_0,eso_f8_1,eso_f8_2,eso_f8_3,eso_f8_4,eso_f9_0,eso_f9_1,eso_f9_2,eso_f9_3,eso_f9_4,eso_f10_0,eso_f10_1,eso_f10_2,eso_f10_3,eso_f10_4,eso_f11_0,eso_f11_1,eso_f11_2,eso_f11_3,eso_f11_4,eso_f12_0,eso_f12_1,eso_f12_2,eso_f12_3,eso_f12_4,eso_f13_0,eso_f13_1,eso_f13_2,eso_f13_3,eso_f13_4,eso_f14_0,eso_f14_1,eso_f14_2,eso_f14_3,eso_f14_4,eso_f15_0,eso_f15_1,eso_f15_2,eso_f15_3,eso_f15_4,eso_f16_0,eso_f16_1,eso_f16_2,eso_f16_3,eso_f16_4,eso_f17_0,eso_f17_1,eso_f17_2,eso_f17_3,eso_f17_4,eso_f18_0,eso_f18_1,eso_f18_2,eso_f18_3,eso_f18_4,eso_f19_0,eso_f19_1,eso_f19_2,eso_f19_3,eso_f19_4,eso_f20_0,eso_f20_1,eso_f20_2,eso_f20_3,eso_f20_4,eso_f21_0,eso_f21_1,eso_f21_2,eso_f21_3,eso_f21_4,eso_f22_0,eso_f22_1,eso_f22_2,eso_f22_3,eso_f22_4,eso_f23_0,eso_f23_1,eso_f23_2,eso_f23_3,eso_f23_4,eso_f24_0,eso_f24_1,eso_f24_2,eso_f24_3,eso_f24_4,eso_f25_0,eso_f25_1,eso_f25_2,eso_f25_3,eso_f25_4,eso_f26_0,eso_f26_1,eso_f26_2,eso_f26_3,eso_f26_4,eso_f27_0,eso_f27_1,eso_f27_2,eso_f27_3,eso_f27_4,eso_f28_0,eso_f28_1,eso_f28_2,eso_f28_3,eso_f28_4,eso_f29_0,eso_f29_1,eso_f29_2,eso_f29_3,eso_f29_4,eso_f30_0,eso_f30_1,eso_f30_2,eso_f30_3,eso_f30_4
233,19027676532.66432,23693275587.95296,24662553860.05151,8443084758.798596,13771794121.11674,5.394580030808401e+29,5.703822950204191e+29,1.4735122134973541e+26,3.2561360353705145e+27,1.6616491871554336e+29,40109.593344041234,54743.70358016822,31858.554091816113,44626.16083874102,57350.85721176888,574.9495367147124,826.5681081413131,644.3308775721213,678.5737971083465,672.1913430122977,756.9271640760824,734.8459742649773,724.4381659238987,715.3074127639206,716.4953255638782,657.284735537397,646.5035406697905,648.2219708218857,638.6121911976295,655.9275623644606,1020.2511520867722,1021.2982848292927,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1020.6082343629537,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6825.098793995742,7699.340220192943,7096.318038728095,7153.765868404968,6990.916171189758,2503.923464028664,2083.903485621859,2181.1329020006365,1517.7516821990544,2187.885488320495,297282051.8295033,285215063.86538386,299821819.2576563,194237367.57193494,325175375.5163605,32203689.024605427,59158384.666156024,58589755.09412351,35984922.662270926,91473696.76031019,25962.615251336512,55042.573698338805,9942.77158996251,239835.62613459447,273074.98850212945,1852367.14723943,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3289.468224000374,2943.697984310089,3161.4464115924065,3215.711906359991,3449.6784532754414,2181.2836496733858,2371.55988030258,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,5215323.160519424,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2399.396088047137,2546.439797494608,2410.487816420155,2617.459422161066,2513.114690479753,2521.371824436475,2504.2591109217683,2507.3265152346194,2489.1914849703944,2681.5384741757093,2597.0323108025113,2513.883890524592,2624.0405679330865,2678.9812530365343,2907.538364277278,2861.605623981388,2878.3309866753016,2878.607083916965,2881.053907984724,3127.4615790662338,3084.245568992054,3090.214543084128,3078.808600228112,3059.7999688645123,3084.1128098492245,2941.2647515640597,2977.1389771415697,2915.862939391014,2986.881376371862,3643.82590708529,3622.049991606584,3590.758444336383,3812.577166975875,3580.3834784841274,3265.773120712147,3244.3219396627683,3276.633133674943,3247.102651792811,3234.940002768486,3425.912457952979,3468.7852824113,3487.078775472003,3430.0532525849317,3420.2039197386616,4109.022367465077,4387.6777188965325,4237.646431988331,4289.776037433158,4336.40678742085,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,20199421.951621324
234,19027676532.66432,23693275587.95296,24662553860.05151,8443084758.798596,13771794121.11674,5.394580030808401e+29,5.5538913616208e+29,8.134482692690482e+25,3.2561360353705145e+27,1.6616491871554336e+29,40000.064901777405,54743.70358016822,31858.554091816113,42203.67099118304,57350.85721176888,574.9495367147124,814.1849316216344,644.3308775721213,678.5737971083465,672.1913430122977,756.9271640760824,734.8119629844473,724.4381659238987,715.3074127639206,716.4953255638782,657.284735537397,646.5035406697905,647.1302329348052,638.6121911976295,655.9275623644606,1020.2511520867722,1021.2982848292927,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1011.6412496944615,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6611.399369349492,7699.340220192943,7096.318038728095,7153.765868404968,6990.916171189758,2503.923464028664,2083.903485621859,2181.1329020006365,1517.7516821990544,2187.885488320495,295532874.91165817,285215063.86538386,299821819.2576563,194237367.57193494,325175375.5163605,32203689.024605427,59158384.666156024,58589755.09412351,35984922.662270926,91473696.76031019,25962.615251336512,55042.573698338805,9942.77158996251,239835.62613459447,273074.98850212945,1852367.14723943,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3289.468224000374,2943.697984310089,3161.4464115924065,3215.711906359991,3449.6784532754414,2181.2836496733858,2353.5761986276757,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,4183155.1225073137,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2399.396088047137,2546.439797494608,2410.487816420155,2617.459422161066,2510.181828535843,2521.371824436475,2504.2591109217683,2507.3265152346194,2489.1914849703944,2681.5384741757093,2597.0323108025113,2513.883890524592,2617.6807615120956,2678.9812530365343,2907.538364277278,2861.605623981388,2878.3309866753016,2878.607083916965,2881.053907984724,3127.4615790662338,3084.245568992054,3090.214543084128,3078.808600228112,3059.7999688645123,3084.1128098492245,2941.2647515640597,2977.104013548013,2915.862939391014,2986.881376371862,3643.82590708529,3622.049991606584,3590.758444336383,3812.577166975875,3580.3834784841274,3265.773120712147,3244.3219396627683,3276.633133674943,3247.102651792811,3234.940002768486,3425.912457952979,3456.679535809727,3486.2529235679094,3430.0532525849317,3410.089550778298,4109.022367465077,4387.6777188965325,4237.646431988331,4289.776037433158,4336.40678742085,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,15851149.484971788
235,19027676532.66432,23263005944.610527,24585919238.848732,8443084758.798596,13631081096.121387,5.394580030808401e+29,5.41439864196544e+29,8.134482692690482e+25,3.2561360353705145e+27,1.6616491871554336e+29,39928.18131977702,54743.70358016822,31858.554091816113,42203.67099118304,57350.85721176888,574.9495367147124,814.1849316216344,644.3308775721213,678.5737971083465,672.1913430122977,756.9271640760824,734.8119629844473,724.4381659238987,715.3074127639206,716.4953255638782,657.284735537397,646.5035406697905,646.8828112859111,638.6121911976295,655.9275623644606,1020.2511520867722,1021.2982848292927,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1011.6412496944615,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6611.399369349492,7699.340220192943,7096.318038728095,7153.765868404968,6990.916171189758,2503.923464028664,2083.903485621859,2181.1329020006365,1515.0654772082835,2187.885488320495,295532874.91165817,285215063.86538386,299821819.2576563,194237367.57193494,325175375.5163605,32203689.024605427,59158384.666156024,58589755.09412351,35984922.662270926,91473696.76031019,25962.615251336512,55042.573698338805,9942.77158996251,239835.62613459447,273074.98850212945,1852367.14723943,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3289.468224000374,2943.697984310089,3161.4464115924065,3181.8715260774616,3449.6784532754414,2181.2836496733858,2353.5761986276757,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,4183155.1225073137,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2399.396088047137,2546.439797494608,2410.487816420155,2617.459422161066,2510.181828535843,2521.371824436475,2504.2591109217683,2507.3265152346194,2489.1914849703944,2667.09972888853,2597.0323108025113,2513.883890524592,2617.6807615120956,2678.9812530365343,2907.538364277278,2861.605623981388,2878.3309866753016,2878.607083916965,2881.053907984724,3127.4615790662338,3084.245568992054,3090.214543084128,3078.808600228112,3059.7999688645123,3084.1128098492245,2941.2647515640597,2977.104013548013,2915.786532226806,2984.885854598482,3643.82590708529,3622.049991606584,3590.758444336383,3812.577166975875,3580.3834784841274,3265.773120712147,3244.3219396627683,3276.633133674943,3247.102651792811,3234.940002768486,3422.243627226436,3456.679535809727,3485.7536016054682,3430.0532525849317,3410.072176095366,4109.022367465077,4387.6777188965325,4237.646431988331,4289.776037433158,4336.40678742085,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,15851149.484971788
236,19027676532.66432,23263005944.610527,22364999045.783813,8443084758.798596,13631081096.121387,5.394580030808401e+29,5.284907482286879e+29,8.134482692690482e+25,3.2561360353705145e+27,1.6616491871554336e+29,39928.18131977702,54743.70358016822,31858.554091816113,42203.67099118304,57350.85721176888,574.9495367147124,793.1083285237048,644.3308775721213,678.5737971083465,668.9546735090689,756.9271640760824,734.8119629844473,724.4381659238987,715.3074127639206,716.4953255638782,657.284735537397,646.5035406697905,646.8828112859111,638.6121911976295,655.9275623644606,1020.2511520867722,1021.2982848292927,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1011.6412496944615,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6611.399369349492,7699.340220192943,7096.318038728095,7153.765868404968,6990.916171189758,2488.8303986471064,2083.903485621859,2181.1329020006365,1515.0654772082835,2187.885488320495,295532874.91165817,266600248.17719552,299821819.2576563,194237367.57193494,325175375.5163605,27309912.189082608,59158384.666156024,58589755.09412351,35984922.662270926,91473696.76031019,25962.615251336512,51878.05477198486,9942.77158996251,239835.62613459447,273074.98850212945,1852367.14723943,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3289.468224000374,2943.697984310089,3161.4464115924065,3181.8715260774616,3449.6784532754414,2181.2836496733858,2353.5761986276757,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,4183155.1225073137,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2399.396088047137,2530.1502914419625,2410.487816420155,2617.459422161066,2510.181828535843,2521.371824436475,2504.2591109217683,2507.3265152346194,2489.1914849703944,2667.09972888853,2597.0323108025113,2513.883890524592,2617.6807615120956,2678.9812530365343,2907.538364277278,2861.605623981388,2878.3309866753016,2878.607083916965,2881.053907984724,3127.4615790662338,3084.245568992054,3090.214543084128,3078.808600228112,3059.7999688645123,3084.1128098492245,2941.2647515640597,2977.104013548013,2915.373427786644,2984.1820268007323,3628.673366172489,3622.049991606584,3590.758444336383,3789.525427593132,3564.554810861597,3265.773120712147,3244.3219396627683,3276.633133674943,3247.102651792811,3234.940002768486,3422.243627226436,3456.679535809727,3485.6014256361223,3430.0532525849317,3410.072176095366,4109.022367465077,4344.287477587005,4237.646431988331,4289.776037433158,4336.40678742085,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,13047325.28339621
237,19027676532.66432,23263005944.610527,22364999045.783813,8443084758.798596,13631081096.121387,3.739912682163397e+29,4.173898846125367e+29,4.71558267972436e+25,3.2561360353705145e+27,1.6616491871554336e+29,39928.18131977702,54743.70358016822,31858.554091816113,42203.67099118304,57350.85721176888,574.9495367147124,793.1083285237048,644.3308775721213,678.5737971083465,668.9546735090689,756.9271640760824,734.8119629844473,724.4381659238987,715.3074127639206,716.4953255638782,657.284735537397,646.5035406697905,646.8828112859111,638.6121911976295,655.9275623644606,1020.2511520867722,1021.2982848292927,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1011.6412496944615,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6611.399369349492,7699.340220192943,7096.318038728095,7153.765868404968,6926.835276237158,2468.26850337931,2004.2522585468719,2181.1329020006365,1515.0654772082835,2187.885488320495,295532874.91165817,263066488.00200707,299821819.2576563,194237367.57193494,325175375.5163605,27309912.189082608,59158384.666156024,58589755.09412351,35984922.662270926,91473696.76031019,25962.615251336512,51878.05477198486,9942.77158996251,239835.62613459447,273074.98850212945,1852367.14723943,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3289.468224000374,2943.697984310089,3161.4464115924065,3159.8552749579367,3449.6784532754414,2181.2836496733858,2353.5761986276757,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,4183155.1225073137,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2399.396088047137,2530.1502914419625,2410.487816420155,2617.459422161066,2510.181828535843,2521.371824436475,2504.2591109217683,2507.3265152346194,2489.1914849703944,2662.259748539448,2597.0323108025113,2513.883890524592,2617.6807615120956,2678.220491892375,2891.4056987624826,2861.605623981388,2869.2698263142584,2878.607083916965,2881.053907984724,3127.4615790662338,3084.245568992054,3090.214543084128,3078.808600228112,3059.7999688645123,3084.1128098492245,2941.2647515640597,2977.104013548013,2913.8449139517443,2984.1820268007323,3628.673366172489,3622.049991606584,3579.3950458397658,3789.525427593132,3564.554810861597,3265.773120712147,3244.3219396627683,3276.633133674943,3247.102651792811,3234.940002768486,3422.243627226436,3456.679535809727,3477.974599807276,3430.0532525849317,3407.5272989146497,4109.022367465077,4330.421442846457,4237.646431988331,4289.776037433158,4336.40678742085,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,13047325.28339621
238,19027676532.66432,23263005944.610527,18900630754.03523,8443084758.798596,13631081096.121387,3.188707831501112e+29,4.173898846125367e+29,4.71558267972436e+25,3.2561360353705145e+27,1.6284602912115023e+29,39928.18131977702,54743.70358016822,31858.554091816113,42203.67099118304,57350.85721176888,574.9495367147124,793.1083285237048,644.3308775721213,678.5737971083465,668.9546735090689,756.9271640760824,734.8119629844473,724.4381659238987,715.3074127639206,716.4953255638782,657.284735537397,646.5035406697905,646.8828112859111,638.6121911976295,655.9275623644606,1020.2511520867722,1021.2982848292927,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1011.6412496944615,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6611.399369349492,7699.340220192943,7096.318038728095,7153.765868404968,6926.835276237158,2400.4083478551383,2004.2522585468719,2181.1329020006365,1515.0654772082835,2154.251067602263,295532874.91165817,260466492.8316466,299821819.2576563,194237367.57193494,325175375.5163605,27309912.189082608,59158384.666156024,58589755.09412351,35984922.662270926,91249729.22345498,25962.615251336512,51878.05477198486,9942.77158996251,239835.62613459447,273074.98850212945,1852367.14723943,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3289.468224000374,2943.697984310089,3161.4464115924065,3140.779782561599,3449.6784532754414,2181.2836496733858,2353.5761986276757,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,4183155.1225073137,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2399.396088047137,2530.1502914419625,2410.487816420155,2617.459422161066,2510.181828535843,2521.371824436475,2504.2591109217683,2507.3265152346194,2489.1914849703944,2662.259748539448,2564.1443234176622,2513.883890524592,2617.6807615120956,2678.220491892375,2891.4056987624826,2861.605623981388,2869.2698263142584,2878.607083916965,2881.053907984724,3127.4615790662338,3084.245568992054,3090.214543084128,3078.808600228112,3059.7999688645123,3084.1128098492245,2941.2647515640597,2977.104013548013,2913.7120262532776,2983.759139828219,3628.673366172489,3622.049991606584,3579.3950458397658,3789.525427593132,3564.554810861597,3265.773120712147,3244.3219396627683,3276.633133674943,3247.102651792811,3234.940002768486,3420.2410799466447,3456.679535809727,3477.974599807276,3430.0532525849317,3407.5272989146497,4109.022367465077,4319.092804749909,4237.646431988331,4289.776037433158,4336.40678742085,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,13047325.28339621
239,19027676532.66432,23263005944.610527,18900630754.03523,8443084758.798596,13631081096.121387,3.188707831501112e+29,3.686713943543363e+29,4.71558267972436e+25,3.2561360353705145e+27,1.5836395567523047e+29,39928.18131977702,54743.70358016822,31858.554091816113,41897.89876411894,57350.85721176888,574.9495367147124,777.9492825700258,634.8353091613644,678.5737971083465,668.9546735090689,756.9271640760824,734.8119629844473,724.4381659238987,715.3074127639206,716.4953255638782,654.5998551199817,646.5035406697905,646.8828112859111,638.6121911976295,655.9275623644606,1020.2511520867722,1021.2982848292927,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1011.6412496944615,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6611.399369349492,7699.340220192943,7096.318038728095,7153.765868404968,6926.835276237158,2400.4083478551383,2004.2522585468719,2181.1329020006365,1515.0654772082835,2154.251067602263,271265680.84173244,258764556.3646844,299821819.2576563,194237367.57193494,228942790.7189625,27309912.189082608,59158384.666156024,56291831.32740095,35984922.662270926,89969326.39917788,25962.615251336512,51878.05477198486,9942.77158996251,239835.62613459447,273074.98850212945,1852367.14723943,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3289.468224000374,2943.697984310089,3161.4464115924065,3125.6362863016375,3449.6784532754414,2181.2836496733858,2353.5761986276757,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,4183155.1225073137,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2378.1240854663283,2530.1502914419625,2410.487816420155,2617.459422161066,2510.181828535843,2521.371824436475,2504.2591109217683,2507.3265152346194,2489.1914849703944,2662.259748539448,2559.2581371508945,2513.883890524592,2617.6807615120956,2678.220491892375,2891.4056987624826,2861.605623981388,2869.2698263142584,2878.607083916965,2881.053907984724,3127.4615790662338,3084.245568992054,3090.214543084128,3078.808600228112,3059.7999688645123,3084.1128098492245,2941.2647515640597,2977.104013548013,2913.6474881279464,2983.759139828219,3628.673366172489,3615.6572560613804,3579.3950458397658,3789.525427593132,3562.190560443639,3265.773120712147,3244.3219396627683,3274.9513843468776,3247.102651792811,3234.940002768486,3420.2410799466447,3456.679535809727,3477.974599807276,3430.0532525849317,3407.5272989146497,4109.022367465077,4306.70451077582,4237.646431988331,4289.776037433158,4336.40678742085,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,13047325.28339621
240,19027676532.66432,22632944032.871113,17236520496.32379,8443084758.798596,13446593548.241707,3.188707831501112e+29,3.6736590998063516e+29,4.71558267972436e+25,3.2561360353705145e+27,1.5836395567523047e+29,39928.18131977702,54743.70358016822,31858.554091816113,41897.89876411894,57350.85721176888,574.9495367147124,777.9492825700258,634.6619471493912,678.5737971083465,668.9546735090689,756.9271640760824,734.8119629844473,724.4381659238987,715.3074127639206,716.4953255638782,651.4110973936937,646.5035406697905,646.8828112859111,638.6121911976295,655.9275623644606,1020.2511520867722,975.9318272857877,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1011.6412496944615,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6611.399369349492,7699.340220192943,7096.318038728095,7153.765868404968,6926.835276237158,2400.4083478551383,2004.2522585468719,2181.1329020006365,1515.0654772082835,2154.251067602263,216548209.33177263,257505715.73921132,299821819.2576563,194237367.57193494,228942790.7189625,23485619.902343478,59158384.666156024,56291831.32740095,35984922.662270926,85805233.05349691,25962.615251336512,51878.05477198486,9942.77158996251,239835.62613459447,273074.98850212945,1852367.14723943,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3269.4928298711375,2943.697984310089,3161.4464115924065,3114.0789506131264,3449.6784532754414,2179.529596353613,2353.5761986276757,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,4183155.1225073137,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2378.1240854663283,2530.1502914419625,2410.487816420155,2617.459422161066,2510.181828535843,2521.371824436475,2504.2591109217683,2507.3265152346194,2489.1914849703944,2658.2081630433004,2559.2581371508945,2513.883890524592,2617.6807615120956,2658.8801978668253,2891.4056987624826,2861.605623981388,2865.688263642966,2878.607083916965,2881.053907984724,3127.4615790662338,3084.245568992054,3090.214543084128,3078.808600228112,3059.7999688645123,3083.0882223959857,2941.2647515640597,2977.104013548013,2911.9254713756322,2983.0456675525215,3628.673366172489,3615.6572560613804,3579.3950458397658,3788.0416775525873,3562.190560443639,3265.773120712147,3244.3219396627683,3274.9513843468776,3247.102651792811,3234.940002768486,3420.2410799466447,3454.3525153459027,3477.974599807276,3430.0532525849317,3403.391642779857,4109.022367465077,4296.228654894467,4237.646431988331,4289.776037433158,4336.40678742085,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,13047325.28339621
241,19027676532.66432,22632944032.871113,16283581405.830149,8305041764.548754,13446593548.241707,3.188707831501112e+29,2.8906514912424068e+29,4.697014733681338e+25,3.2561360353705145e+27,6.049780619862454e+28,39928.18131977702,54743.70358016822,31858.554091816113,41874.50068793529,57350.85721176888,574.9495367147124,777.9492825700258,634.6619471493912,678.5737971083465,668.9546735090689,756.9271640760824,734.8119629844473,724.4381659238987,715.3074127639206,716.4953255638782,651.4110973936937,646.5035406697905,646.8828112859111,638.6121911976295,655.9275623644606,1020.2511520867722,975.9318272857877,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1011.6412496944615,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6611.399369349492,7699.340220192943,7096.318038728095,7095.454471693891,6926.835276237158,2242.4571918114893,2004.2522585468719,2181.1329020006365,1515.0654772082835,2154.251067602263,216548209.33177263,257505715.73921132,299821819.2576563,194237367.57193494,228942790.7189625,23485619.902343478,59158384.666156024,56130806.192738704,35984922.662270926,83906081.09423701,25962.615251336512,51878.05477198486,9942.77158996251,239835.62613459447,273074.98850212945,1852367.14723943,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3253.600272313554,2943.697984310089,3161.4464115924065,3106.268094648549,3449.6784532754414,2179.529596353613,2353.5761986276757,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,4183155.1225073137,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2378.1240854663283,2530.1502914419625,2410.487816420155,2617.459422161066,2510.181828535843,2521.371824436475,2504.2591109217683,2506.632028070073,2489.1914849703944,2655.4872255092682,2559.2581371508945,2513.883890524592,2617.6807615120956,2658.8801978668253,2891.4056987624826,2861.605623981388,2865.688263642966,2878.607083916965,2880.832567525015,3127.4615790662338,3084.245568992054,3088.345118767079,3078.808600228112,3059.7999688645123,3082.9504922308724,2941.2647515640597,2977.104013548013,2911.9254713756322,2980.1454839954786,3628.673366172489,3607.608481871599,3579.3950458397658,3786.8332791970997,3516.0705356773265,3265.773120712147,3244.3219396627683,3274.9513843468776,3247.102651792811,3234.940002768486,3420.2410799466447,3442.297041414578,3477.974599807276,3430.0532525849317,3403.391642779857,4109.022367465077,4296.228654894467,4237.646431988331,4289.776037433158,4336.40678742085,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,13047325.28339621
242,19027676532.66432,22632944032.871113,16283581405.830149,8305041764.548754,11751959858.546848,3.188707831501112e+29,2.8906514912424068e+29,4.697014733681338e+25,3.2561360353705145e+27,6.049780619862454e+28,39928.18131977702,54743.70358016822,31858.554091816113,41874.50068793529,57350.85721176888,574.9495367147124,777.9492825700258,628.1031540587375,671.8332098883186,664.9139460091199,756.9271640760824,734.8119629844473,724.4381659238987,715.3074127639206,716.4953255638782,651.4110973936937,646.5035406697905,646.8828112859111,638.6121911976295,655.9275623644606,1020.2511520867722,975.9318272857877,979.8027210626352,1001.3213659616802,1008.0094167248612,1009.4689260125522,999.877028778741,1011.6412496944615,1032.3056209564475,1015.1007353919102,2348.9383450749533,3184.983420068723,4025.540283753557,4028.720176538059,3444.6416460099717,6611.399369349492,7655.482338792841,7096.318038728095,7095.454471693891,6926.835276237158,2242.4571918114893,2004.2522585468719,2152.200941976528,1465.9540111443953,2154.251067602263,216548209.33177263,257505715.73921132,299821819.2576563,194237367.57193494,228942790.7189625,23485619.902343478,59158384.666156024,56130806.192738704,35984922.662270926,83906081.09423701,25962.615251336512,51878.05477198486,9942.77158996251,239835.62613459447,273074.98850212945,1772647.9212746208,4786269.418196604,1334408.2098212943,5675878.087451623,4562281.708589171,3240.3849195677594,2943.697984310089,3161.4464115924065,3102.0758111062405,3449.6784532754414,2179.529596353613,2353.5761986276757,2212.0962781775356,2337.0258472749424,2150.509982655648,302017.07872279553,583133.498794933,614320.589030674,308247.5769905555,316245.4796356775,4183155.1225073137,17036296.30843638,10536469.36508733,11739877.758373713,6856089.2973200595,2659.168783813604,2378.1240854663283,2530.1502914419625,2410.487816420155,2617.459422161066,2510.181828535843,2521.371824436475,2504.2591109217683,2490.8995764786114,2489.1914849703944,2655.4872255092682,2559.2581371508945,2494.503962476418,2612.8024404289254,2657.9781626704525,2891.4056987624826,2861.605623981388,2865.688263642966,2878.607083916965,2880.832567525015,3127.4615790662338,3084.245568992054,3087.793606461066,3078.808600228112,3059.7999688645123,3082.9504922308724,2941.2647515640597,2976.8572921843734,2911.9254713756322,2980.1454839954786,3628.673366172489,3607.608481871599,3579.3950458397658,3786.8332791970997,3516.0705356773265,3265.773120712147,3244.3219396627683,3274.9513843468776,3247.102651792811,3234.940002768486,3420.2410799466447,3442.297041414578,3477.974599807276,3430.0532525849317,3403.391642779857,4109.022367465077,4296.228654894467,4237.646431988331,4289.776037433158,4308.81091883092,14271172.340111436,5913461.546065098,11209598.125477074,19473719.488959238,13047325.28339621
