,eso_f4_0,eso_f4_1,eso_f4_2,eso_f4_3,eso_f4_4
149,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
150,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
151,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
152,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
153,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
154,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
155,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
156,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
157,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
158,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
159,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
160,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
161,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
162,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
163,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
164,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
165,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
166,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
167,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
168,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
169,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
170,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
171,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
172,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
173,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
174,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
175,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
176,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
177,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
178,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
179,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
180,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
181,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
182,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
183,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
184,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
185,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
186,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
187,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
188,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
189,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
190,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
191,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
192,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
193,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
194,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
195,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
196,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
197,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
198,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
199,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
200,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
201,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
202,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
203,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
204,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
205,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
206,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
207,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
208,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
209,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
210,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
211,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
212,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
213,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
214,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
215,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
216,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
217,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
218,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
219,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
220,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
221,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
222,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
223,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
224,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
225,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
226,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
227,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
228,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
229,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
230,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
231,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
232,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
233,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
234,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
235,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
236,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
237,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
238,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
239,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
240,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
241,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
242,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
243,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
244,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
245,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
246,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
247,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
248,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
249,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
250,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
251,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
252,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
253,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
254,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
255,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
256,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
257,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
258,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
259,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
260,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
261,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
262,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
263,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
264,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
265,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
266,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
267,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
268,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
269,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
270,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
271,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
272,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
273,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
274,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
275,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
276,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
277,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
278,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
279,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
280,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
281,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
282,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
283,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
284,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
285,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
286,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
287,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
288,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
289,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
290,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
291,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
292,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
293,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
294,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
295,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
296,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
297,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
298,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
299,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
300,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
301,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
302,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
303,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
304,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
305,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
306,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
307,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
308,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
309,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
310,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
311,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
312,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
313,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
314,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
315,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
316,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
317,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
318,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
319,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
320,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
321,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
322,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
323,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
324,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
325,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
326,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
327,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
328,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
329,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
330,42579.20015340141,46223.234410678364,20811.133905815885,25208.087977478586,60.95245142580051
