,Himmelblau_solution_0,Himmelblau_solution_1,Himmelblau_solution_2,Himmelblau_solution_3,Himmelblau_solution_4,Himmelblau_solution_5,Himmelblau_solution_6,Himmelblau_solution_7,Himmelblau_solution_8,Himmelblau_solution_9,Himmelblau_solution_10,Himmelblau_solution_11,Himmelblau_solution_12,Himmelblau_solution_13,Himmelblau_solution_14,Himmelblau_solution_15,Himmelblau_solution_16,Himmelblau_solution_17,Himmelblau_solution_18,Himmelblau_solution_19,Himmelblau_solution_20,Himmelblau_solution_21,Himmelblau_solution_22,Himmelblau_solution_23,Himmelblau_solution_24,Himmelblau_solution_25,Himmelblau_solution_26,Himmelblau_solution_27,Himmelblau_solution_28,Himmelblau_solution_29
79,-30408.052403197056,-30567.574166286067,-29873.461313602395,-30335.251673380117,-30144.881708262183,-30158.817063170718,-30514.987230581268,-30350.333584437012,-30409.89337826434,-30439.11823769319,-30538.11844007484,-30475.441505649313,-30339.901348276817,-30615.59748587473,-30302.629301207482,-30199.74312075547,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30179.471897731484,-30427.015831738507,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30187.84579312775,-30441.461022425072,-30526.861822551946,-30567.361103848307,-29864.62905358386,-30381.10222148694
80,-30408.052403197056,-30567.574166286067,-29873.461313602395,-30335.251673380117,-30144.881708262183,-30158.817063170718,-30514.987230581268,-30350.333584437012,-30412.749562207297,-30439.11823769319,-30545.105778317582,-30475.441505649313,-30339.901348276817,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30179.471897731484,-30448.10471394359,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30187.84579312775,-30441.461022425072,-30526.861822551946,-30567.361103848307,-29880.125292461427,-30381.10222148694
81,-30408.052403197056,-30567.574166286067,-29873.461313602395,-30335.251673380117,-30144.881708262183,-30158.817063170718,-30514.987230581268,-30350.333584437012,-30412.749562207297,-30457.100730574333,-30548.369191605936,-30475.441505649313,-30339.901348276817,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30179.471897731484,-30448.10471394359,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30187.84579312775,-30441.461022425072,-30564.138268882947,-30567.361103848307,-29880.125292461427,-30381.10222148694
82,-30408.052403197056,-30567.574166286067,-29873.461313602395,-30335.251673380117,-30144.881708262183,-30158.817063170718,-30514.987230581268,-30350.333584437012,-30422.921546480444,-30486.419790547592,-30554.927761961415,-30475.441505649313,-30339.901348276817,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30179.471897731484,-30448.10471394359,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30187.84579312775,-30441.461022425072,-30564.138268882947,-30567.361103848307,-29880.125292461427,-30381.10222148694
83,-30408.052403197056,-30567.574166286067,-29873.461313602395,-30335.251673380117,-30144.881708262183,-30158.817063170718,-30551.441159703212,-30350.333584437012,-30422.921546480444,-30486.419790547592,-30558.669440949794,-30475.441505649313,-30339.901348276817,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30448.10471394359,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30187.84579312775,-30441.461022425072,-30564.138268882947,-30567.361103848307,-29880.125292461427,-30381.10222148694
84,-30408.052403197056,-30567.574166286067,-29873.461313602395,-30335.251673380117,-30144.881708262183,-30158.817063170718,-30551.441159703212,-30350.333584437012,-30439.417565598207,-30486.419790547592,-30566.677467152098,-30475.441505649313,-30339.901348276817,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30448.10471394359,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30187.84579312775,-30441.461022425072,-30564.138268882947,-30567.361103848307,-29880.125292461427,-30381.10222148694
85,-30408.052403197056,-30567.574166286067,-29873.461313602395,-30335.251673380117,-30144.881708262183,-30158.817063170718,-30551.441159703212,-30350.333584437012,-30439.417565598207,-30486.419790547592,-30569.751427020663,-30475.441505649313,-30339.901348276817,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30448.10471394359,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30187.84579312775,-30441.461022425072,-30577.162195983008,-30567.361103848307,-29880.125292461427,-30381.10222148694
86,-30408.052403197056,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30144.881708262183,-30158.817063170718,-30551.441159703212,-30350.333584437012,-30439.417565598207,-30486.419790547592,-30569.751427020663,-30475.441505649313,-30343.878788235954,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30448.10471394359,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30187.84579312775,-30441.461022425072,-30577.162195983008,-30567.361103848307,-29880.125292461427,-30381.10222148694
87,-30408.052403197056,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30144.881708262183,-30158.817063170718,-30551.441159703212,-30350.333584437012,-30439.417565598207,-30486.419790547592,-30569.751427020663,-30475.441505649313,-30355.612615912367,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30448.10471394359,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30210.82591042623,-30441.461022425072,-30577.162195983008,-30567.361103848307,-29881.045072356013,-30381.10222148694
88,-30408.052403197056,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30144.881708262183,-30159.261697102535,-30551.441159703212,-30350.333584437012,-30439.417565598207,-30539.235095515345,-30569.751427020663,-30475.441505649313,-30355.612615912367,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30448.10471394359,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30210.82591042623,-30443.2792072839,-30577.162195983008,-30567.361103848307,-29881.045072356013,-30381.10222148694
89,-30408.052403197056,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30144.881708262183,-30159.261697102535,-30551.441159703212,-30350.333584437012,-30439.417565598207,-30539.235095515345,-30569.751427020663,-30475.441505649313,-30355.612615912367,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30461.737702645383,-30383.438352155434,-30463.706063374775,-30303.624659911737,-30210.82591042623,-30451.869331896465,-30577.162195983008,-30567.361103848307,-29881.045072356013,-30381.10222148694
90,-30408.052403197056,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30144.881708262183,-30183.00287137665,-30551.441159703212,-30350.333584437012,-30439.417565598207,-30539.235095515345,-30569.751427020663,-30475.441505649313,-30355.612615912367,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30461.737702645383,-30383.438352155434,-30463.706063374775,-30305.92085302883,-30210.82591042623,-30451.869331896465,-30577.162195983008,-30567.361103848307,-29881.045072356013,-30381.10222148694
91,-30439.96266837138,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30144.881708262183,-30183.00287137665,-30551.441159703212,-30352.95725802097,-30439.417565598207,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30355.612615912367,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30461.737702645383,-30383.438352155434,-30463.706063374775,-30305.92085302883,-30210.82591042623,-30451.869331896465,-30577.162195983008,-30567.361103848307,-29881.045072356013,-30381.10222148694
92,-30439.96266837138,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30144.881708262183,-30183.00287137665,-30551.441159703212,-30352.95725802097,-30439.417565598207,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30355.612615912367,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30461.737702645383,-30383.438352155434,-30463.706063374775,-30305.92085302883,-30210.82591042623,-30451.869331896465,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
93,-30464.80777738012,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30144.881708262183,-30183.00287137665,-30551.441159703212,-30352.95725802097,-30439.417565598207,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30355.612615912367,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30503.407637402415,-30182.709376570667,-30461.737702645383,-30383.438352155434,-30463.706063374775,-30305.92085302883,-30210.82591042623,-30457.033395125745,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
94,-30478.11309642346,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30144.881708262183,-30183.00287137665,-30551.441159703212,-30352.95725802097,-30439.417565598207,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30383.628998357643,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30509.292944521876,-30182.709376570667,-30494.417151523114,-30383.438352155434,-30463.706063374775,-30305.92085302883,-30210.82591042623,-30457.033395125745,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
95,-30478.11309642346,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30145.80241351075,-30208.10374649491,-30551.441159703212,-30363.619877667425,-30439.417565598207,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30383.628998357643,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30509.292944521876,-30182.709376570667,-30494.417151523114,-30383.438352155434,-30463.706063374775,-30305.92085302883,-30210.82591042623,-30457.033395125745,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
96,-30478.11309642346,-30567.574166286067,-29879.86379536832,-30335.251673380117,-30145.80241351075,-30222.1328303658,-30551.441159703212,-30363.619877667425,-30439.417565598207,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30383.628998357643,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30509.292944521876,-30182.709376570667,-30494.417151523114,-30383.438352155434,-30463.706063374775,-30305.92085302883,-30210.82591042623,-30481.248129091073,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
97,-30492.891388013726,-30567.83606494021,-29892.149878451022,-30335.251673380117,-30145.80241351075,-30242.777678170434,-30551.441159703212,-30363.619877667425,-30439.417565598207,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30383.628998357643,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30509.292944521876,-30182.709376570667,-30494.417151523114,-30383.438352155434,-30463.706063374775,-30309.922670098007,-30210.82591042623,-30481.248129091073,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
98,-30492.891388013726,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30266.899626958802,-30551.441159703212,-30363.619877667425,-30439.417565598207,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30386.73327695663,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30509.292944521876,-30182.709376570667,-30494.417151523114,-30383.438352155434,-30463.706063374775,-30309.922670098007,-30210.82591042623,-30481.248129091073,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
99,-30518.133356152557,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30292.410904409837,-30551.441159703212,-30363.619877667425,-30445.885497597606,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30386.73327695663,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30509.292944521876,-30182.709376570667,-30494.417151523114,-30383.438352155434,-30463.706063374775,-30309.922670098007,-30210.82591042623,-30481.248129091073,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
100,-30518.133356152557,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30363.619877667425,-30445.885497597606,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30386.73327695663,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30509.292944521876,-30182.709376570667,-30494.417151523114,-30383.438352155434,-30463.706063374775,-30309.922670098007,-30210.82591042623,-30482.623394228027,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
101,-30518.133356152557,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30363.619877667425,-30445.885497597606,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30386.73327695663,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30509.292944521876,-30182.709376570667,-30494.417151523114,-30383.438352155434,-30463.706063374775,-30309.922670098007,-30210.82591042623,-30482.623394228027,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
102,-30518.133356152557,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30363.619877667425,-30475.15982374705,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30410.3841886508,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30512.971694223837,-30182.709376570667,-30501.241562187275,-30383.438352155434,-30463.706063374775,-30309.922670098007,-30210.82591042623,-30482.623394228027,-30577.162195983008,-30612.888469949477,-29881.045072356013,-30381.10222148694
103,-30518.133356152557,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30363.619877667425,-30475.15982374705,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30512.971694223837,-30182.709376570667,-30501.241562187275,-30383.438352155434,-30463.706063374775,-30309.922670098007,-30210.82591042623,-30482.623394228027,-30577.162195983008,-30612.888469949477,-29898.514225661485,-30381.10222148694
104,-30535.591698820157,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30387.819653065475,-30475.15982374705,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30514.915206864454,-30182.709376570667,-30501.241562187275,-30383.438352155434,-30463.706063374775,-30309.922670098007,-30210.82591042623,-30509.350244883644,-30577.162195983008,-30612.888469949477,-29948.20567520793,-30381.10222148694
105,-30588.457710578532,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30387.819653065475,-30475.15982374705,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30182.709376570667,-30501.241562187275,-30383.438352155434,-30468.183789976923,-30309.922670098007,-30210.82591042623,-30523.48783792178,-30577.162195983008,-30612.888469949477,-29948.20567520793,-30381.10222148694
106,-30588.457710578532,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30387.819653065475,-30475.15982374705,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30182.709376570667,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30523.48783792178,-30577.162195983008,-30612.888469949477,-29948.20567520793,-30381.10222148694
107,-30588.457710578532,-30567.83606494021,-29960.99144814139,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30387.819653065475,-30475.15982374705,-30564.597301826565,-30569.751427020663,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30182.709376570667,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30523.48783792178,-30577.162195983008,-30612.888469949477,-29948.20567520793,-30381.10222148694
108,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30387.819653065475,-30475.15982374705,-30564.597301826565,-30571.132210779993,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30537.6516818847,-30577.162195983008,-30612.888469949477,-29948.20567520793,-30381.10222148694
109,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30145.80241351075,-30316.56689077904,-30551.441159703212,-30405.320313725955,-30475.15982374705,-30564.597301826565,-30590.41931369417,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30537.6516818847,-30577.162195983008,-30612.888469949477,-29948.20567520793,-30381.10222148694
110,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30148.080402542517,-30316.56689077904,-30551.441159703212,-30405.320313725955,-30475.15982374705,-30564.597301826565,-30590.41931369417,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30537.6516818847,-30577.162195983008,-30612.888469949477,-29948.20567520793,-30381.10222148694
111,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30551.441159703212,-30405.320313725955,-30489.86222550281,-30564.597301826565,-30590.41931369417,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30537.6516818847,-30577.162195983008,-30612.888469949477,-29948.20567520793,-30381.10222148694
112,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30554.599799209045,-30405.320313725955,-30489.86222550281,-30564.597301826565,-30590.41931369417,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30537.6516818847,-30577.162195983008,-30612.888469949477,-29948.20567520793,-30395.535961386915
113,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30563.60199011819,-30405.320313725955,-30489.86222550281,-30626.159965714385,-30590.41931369417,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30537.6516818847,-30577.162195983008,-30617.094800395902,-29948.20567520793,-30395.535961386915
114,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30563.831169701556,-30405.320313725955,-30538.746074276598,-30626.159965714385,-30590.41931369417,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30537.6516818847,-30577.162195983008,-30617.094800395902,-29948.20567520793,-30395.535961386915
115,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30563.831169701556,-30405.320313725955,-30538.746074276598,-30626.159965714385,-30590.41931369417,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30383.438352155434,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30547.73683938368,-30577.162195983008,-30617.094800395902,-29948.20567520793,-30395.535961386915
116,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30405.320313725955,-30538.746074276598,-30626.159965714385,-30590.41931369417,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30390.494115151265,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30547.73683938368,-30577.162195983008,-30617.094800395902,-30124.55811926472,-30395.535961386915
117,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30405.320313725955,-30538.746074276598,-30626.159965714385,-30596.922355066676,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30209.71587172929,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30390.494115151265,-30528.948767629827,-30309.922670098007,-30210.82591042623,-30547.73683938368,-30578.214026513488,-30617.094800395902,-30124.55811926472,-30395.535961386915
118,-30588.457710578532,-30567.83606494021,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30446.210420333344,-30538.746074276598,-30631.303528200668,-30596.922355066676,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30212.03773026015,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30390.494115151265,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30578.214026513488,-30617.094800395902,-30136.674012337426,-30395.535961386915
119,-30588.457710578532,-30597.86046546667,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30446.210420333344,-30538.746074276598,-30631.303528200668,-30597.839932187737,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30212.03773026015,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30390.494115151265,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30578.214026513488,-30617.094800395902,-30136.674012337426,-30395.535961386915
120,-30588.457710578532,-30597.86046546667,-29998.57344219459,-30335.251673380117,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30446.210420333344,-30538.746074276598,-30631.303528200668,-30597.839932187737,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30212.03773026015,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30276.261418492373,-30501.241562187275,-30390.494115151265,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30578.214026513488,-30617.094800395902,-30136.674012337426,-30395.535961386915
121,-30588.457710578532,-30597.86046546667,-29998.57344219459,-30335.904034365332,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30466.17880783708,-30538.746074276598,-30631.303528200668,-30597.839932187737,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30212.03773026015,-30543.399304139337,-30566.730305660705,-30557.37999769287,-30308.48844288806,-30501.241562187275,-30390.494115151265,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30579.73840398974,-30617.094800395902,-30140.55741572258,-30395.535961386915
122,-30598.858006372597,-30597.86046546667,-29998.57344219459,-30335.904034365332,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30466.17880783708,-30538.746074276598,-30631.303528200668,-30597.839932187737,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30212.03773026015,-30543.55823893552,-30566.730305660705,-30557.37999769287,-30308.48844288806,-30501.241562187275,-30390.494115151265,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30579.73840398974,-30617.094800395902,-30140.55741572258,-30395.535961386915
123,-30598.858006372597,-30597.86046546667,-30032.583652941586,-30335.904034365332,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30466.17880783708,-30554.268405548006,-30631.303528200668,-30597.839932187737,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30230.203222254302,-30543.55823893552,-30566.730305660705,-30557.37999769287,-30308.48844288806,-30501.241562187275,-30401.01193162273,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30579.73840398974,-30617.094800395902,-30140.55741572258,-30395.535961386915
124,-30598.858006372597,-30597.86046546667,-30032.583652941586,-30335.904034365332,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30466.17880783708,-30554.268405548006,-30631.303528200668,-30597.839932187737,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30230.203222254302,-30543.55823893552,-30566.730305660705,-30557.37999769287,-30308.48844288806,-30501.241562187275,-30401.01193162273,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30579.73840398974,-30617.094800395902,-30140.55741572258,-30395.535961386915
125,-30636.259836476267,-30597.86046546667,-30032.583652941586,-30335.904034365332,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30466.17880783708,-30554.268405548006,-30631.303528200668,-30598.76071392906,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30230.203222254302,-30543.55823893552,-30566.730305660705,-30557.37999769287,-30308.48844288806,-30501.241562187275,-30401.01193162273,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30579.73840398974,-30617.094800395902,-30140.55741572258,-30395.535961386915
126,-30636.259836476267,-30597.86046546667,-30032.583652941586,-30335.904034365332,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30466.17880783708,-30554.268405548006,-30631.303528200668,-30598.76071392906,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30230.203222254302,-30543.55823893552,-30566.730305660705,-30557.37999769287,-30308.48844288806,-30501.241562187275,-30401.01193162273,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30579.73840398974,-30623.82517085717,-30140.55741572258,-30395.535961386915
127,-30636.259836476267,-30597.86046546667,-30041.99598845543,-30335.904034365332,-30177.646063276923,-30316.56689077904,-30566.825965444074,-30466.17880783708,-30554.268405548006,-30631.303528200668,-30598.76071392906,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30230.203222254302,-30543.55823893552,-30566.730305660705,-30557.37999769287,-30308.48844288806,-30501.241562187275,-30401.01193162273,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30579.73840398974,-30623.82517085717,-30140.55741572258,-30395.535961386915
128,-30636.259836476267,-30597.86046546667,-30041.99598845543,-30335.904034365332,-30177.646063276923,-30316.56689077904,-30574.005379145383,-30466.17880783708,-30569.16063293819,-30631.303528200668,-30598.76071392906,-30475.441505649313,-30425.361358864546,-30618.845672206786,-30302.629301207482,-30230.203222254302,-30543.55823893552,-30566.730305660705,-30557.37999769287,-30308.48844288806,-30501.241562187275,-30410.120548445986,-30528.948767629827,-30309.922670098007,-30220.714418844163,-30547.73683938368,-30579.73840398974,-30623.82517085717,-30140.55741572258,-30395.535961386915
