,eso_F21_0,eso_F21_1,eso_F21_2,eso_F21_3,eso_F21_4,eso_F22_0,eso_F22_1,eso_F22_2,eso_F22_3,eso_F22_4,eso_F23_0,eso_F23_1,eso_F23_2,eso_F23_3,eso_F23_4,eso_F24_0,eso_F24_1,eso_F24_2,eso_F24_3,eso_F24_4,eso_F25_0,eso_F25_1,eso_F25_2,eso_F25_3,eso_F25_4,eso_F26_0,eso_F26_1,eso_F26_2,eso_F26_3,eso_F26_4,eso_F27_0,eso_F27_1,eso_F27_2,eso_F27_3,eso_F27_4,eso_F28_0,eso_F28_1,eso_F28_2,eso_F28_3,eso_F28_4
23,2591.163028444603,2630.4184977547425,2604.6674268427696,2645.9595968608846,2637.455167208071,4342.743372504637,6227.724752756985,4240.3735972243585,5840.350379204325,6005.620266008746,3039.572664467263,3100.2999874215043,3050.528175815416,3192.4155995892725,3069.490292656702,3254.5001448879966,3196.187454548166,3154.131558196047,3239.429969711959,3192.2839746173363,3724.6939059530914,3702.7304061644563,4301.331599207419,3739.599176976675,3852.667554421441,9478.064892652237,7862.409448885104,8991.284385426512,8503.760690205258,9030.383450138495,3598.8073215312647,3524.9719406421946,3436.0494903973363,3494.8144683778596,3377.3282874734946,4718.334869176785,5216.689328618382,4352.786146238794,4789.978564660898,4781.703455619891
24,2569.864338953944,2630.4184977547425,2604.6674268427696,2645.9595968608846,2637.455167208071,4342.743372504637,5732.794360116322,4152.931755693753,5231.175508925358,5734.731806758388,3039.572664467263,3100.2999874215043,3045.8357850026855,3138.794261552241,3069.490292656702,3254.5001448879966,3196.187454548166,3154.131558196047,3239.429969711959,3182.9287842096564,3724.6939059530914,3702.7304061644563,4266.6883161064015,3739.599176976675,3833.75186495972,9478.064892652237,7862.409448885104,8794.96207280525,8121.984588087583,9030.383450138495,3508.863285448832,3524.9719406421946,3431.7303873939495,3454.129537058111,3366.4622996063513,4710.2058088070125,4840.286390340845,4294.462107646847,4758.958469922234,4781.703455619891
25,2569.864338953944,2585.5688395047273,2604.6674268427696,2645.9595968608846,2637.455167208071,4198.025016794344,5577.360718288704,4062.1989037849758,5138.590266372107,5596.913294066948,3039.572664467263,3100.2999874215043,3043.821384510201,3138.794261552241,3069.490292656702,3254.5001448879966,3196.187454548166,3154.131558196047,3239.429969711959,3158.7646058024206,3698.8481278077015,3702.7304061644563,4263.822566601104,3739.599176976675,3802.790616757834,9478.064892652237,7862.409448885104,8715.886162710958,7720.177490835478,9030.383450138495,3499.274220368303,3524.9719406421946,3427.6672030786576,3437.7286651251407,3366.4622996063513,4681.786484309586,4680.652045740177,4249.804683137443,4472.8000335129655,4781.703455619891
26,2569.864338953944,2585.5688395047273,2604.6674268427696,2645.9595968608846,2637.455167208071,4030.894786367884,5318.87591497319,4062.1989037849758,4789.3699707867145,5230.778027303388,3034.423570953497,3100.2999874215043,3037.0246921580115,3138.794261552241,3069.490292656702,3237.3796558456143,3196.187454548166,3154.131558196047,3239.429969711959,3158.7646058024206,3687.2474930883463,3682.8908475026874,4134.513832232913,3667.5777900417775,3798.530005281232,9478.064892652237,7821.091593846624,8653.182170932547,7576.723361677205,8942.997417004435,3499.274220368303,3507.3844092515164,3400.9991383668767,3421.9581173742718,3366.4622996063513,4648.158332538091,4680.652045740177,4048.24778537539,4472.8000335129655,4781.703455619891
27,2569.864338953944,2585.5688395047273,2604.6674268427696,2645.9595968608846,2637.455167208071,3894.642448630142,5218.411088936482,4005.051647126389,4789.3699707867145,5202.568834588514,3034.423570953497,3100.2999874215043,3027.8181666123437,3138.794261552241,3069.490292656702,3237.3796558456143,3196.187454548166,3154.131558196047,3230.088765547737,3158.7646058024206,3681.273143911775,3645.0747858195173,4134.513832232913,3649.6131177368434,3789.5683776576425,9478.064892652237,7821.091593846624,8475.671656303311,7270.475282493347,8942.997417004435,3499.274220368303,3507.3844092515164,3383.0893913139516,3401.9004431867797,3366.4622996063513,4648.158332538091,4564.623032723146,4048.24778537539,4472.8000335129655,4781.703455619891
28,2569.864338953944,2585.5688395047273,2604.6674268427696,2645.9595968608846,2637.455167208071,3841.5751539735766,5072.423647055628,3904.5506182021973,4789.3699707867145,5044.857693685863,3034.423570953497,3098.283402943761,3027.8181666123437,3112.590315112449,3069.490292656702,3237.3796558456143,3196.187454548166,3154.131558196047,3230.088765547737,3158.7646058024206,3681.273143911775,3645.0747858195173,4134.513832232913,3628.4321523505787,3611.126914246878,9478.064892652237,7821.091593846624,8475.671656303311,7199.616109485105,8942.997417004435,3499.274220368303,3499.794057541024,3339.346234209823,3401.9004431867797,3365.7520415642143,4551.150211844153,4540.61745448164,4048.24778537539,4472.8000335129655,4781.703455619891
29,2569.864338953944,2585.5688395047273,2604.6674268427696,2645.9595968608846,2637.455167208071,3791.793669224616,4934.247152596371,3702.3382843861664,4702.763131051292,4933.177672196639,2989.8502981651677,3098.283402943761,3027.8181666123437,3112.590315112449,3069.490292656702,3237.3796558456143,3196.187454548166,3154.131558196047,3230.088765547737,3153.474463695271,3665.4899698865866,3645.0747858195173,4134.513832232913,3595.9093049773514,3609.929130969602,9478.064892652237,7809.344537052946,8461.023429361547,6746.738716337142,8942.997417004435,3481.6561150741254,3494.736326652489,3339.346234209823,3401.9004431867797,3364.3884337992095,4515.068259188334,4540.61745448164,4048.24778537539,4472.8000335129655,4781.703455619891
30,2569.864338953944,2585.5688395047273,2601.066454856069,2645.9595968608846,2637.455167208071,3777.4080632454497,4773.353973690662,3630.9897433247097,4702.763131051292,4933.177672196639,2989.8502981651677,3098.283402943761,3027.8181666123437,3112.590315112449,3069.490292656702,3237.3796558456143,3196.187454548166,3154.131558196047,3230.088765547737,3153.474463695271,3630.12663332266,3645.0747858195173,4134.513832232913,3581.319392013231,3574.6884373738917,9478.064892652237,7805.092755480635,8423.18626439563,6746.738716337142,8942.997417004435,3448.9013795952324,3487.506791089715,3339.346234209823,3401.9004431867797,3354.904998711616,4289.933943750274,4540.61745448164,4048.24778537539,4469.000251897935,4781.703455619891
31,2569.864338953944,2585.5688395047273,2601.066454856069,2645.9595968608846,2629.282759232414,3772.1668863177983,4773.353973690662,3581.107204390344,4702.763131051292,4711.612152999742,2989.8502981651677,3071.848706144694,3027.8181666123437,3112.590315112449,3061.6429837438104,3216.0523030577638,3196.187454548166,3154.131558196047,3230.088765547737,3153.474463695271,3615.9440596711847,3645.0747858195173,4134.513832232913,3540.302529806334,3574.6884373738917,9478.064892652237,7805.092755480635,8423.18626439563,6728.276713485148,8942.997417004435,3437.01069192884,3470.1063632184937,3339.346234209823,3401.7417437564186,3345.952607895703,4239.936352679944,4540.61745448164,4048.24778537539,4469.000251897935,4781.703455619891
32,2569.864338953944,2585.5688395047273,2601.066454856069,2645.9595968608846,2629.282759232414,3725.3558853048094,4773.353973690662,3437.7630794350753,4702.763131051292,4711.612152999742,2989.8502981651677,3048.093669973403,3027.8181666123437,3112.590315112449,3061.6429837438104,3216.0523030577638,3171.65911771073,3154.131558196047,3230.088765547737,3139.573788825333,3573.0502869435777,3645.0747858195173,4134.513832232913,3527.432862234399,3570.388958873529,9478.064892652237,7805.092755480635,8423.18626439563,6721.345027159863,8881.06546822762,3431.3647819723096,3470.1063632184937,3339.346234209823,3401.7417437564186,3344.6731943613504,4168.830681048774,4540.61745448164,4048.24778537539,4469.000251897935,4781.703455619891
33,2569.864338953944,2585.5688395047273,2601.066454856069,2645.9595968608846,2629.282759232414,3725.3558853048094,4603.825812487812,3414.1429332354323,3956.0257007241057,4711.612152999742,2989.8502981651677,3048.093669973403,3027.8181666123437,3094.551541684987,3061.6429837438104,3216.0523030577638,3171.65911771073,3154.131558196047,3226.1383362190854,3123.9246307932794,3553.016881662196,3597.7153653554533,4134.513832232913,3527.3717979753246,3514.760369346762,9478.064892652237,7805.092755480635,8423.18626439563,6523.093327520918,8660.907188227593,3422.283244129205,3454.0559272736255,3339.346234209823,3401.7417437564186,3342.27550995062,4158.016036736179,4540.61745448164,4048.24778537539,4387.892581170996,4781.703455619891
34,2569.864338953944,2585.5688395047273,2601.066454856069,2645.9595968608846,2629.282759232414,3708.0518127760733,4546.076969913142,3369.251945626308,3956.0257007241057,4711.612152999742,2989.8502981651677,3048.093669973403,3027.8181666123437,3072.3854170634863,3061.6429837438104,3216.0523030577638,3171.65911771073,3154.131558196047,3176.409853635487,3122.581750517105,3552.0442990675624,3586.200233387206,4134.513832232913,3527.3717979753246,3493.802646953308,9478.064892652237,7805.092755480635,8423.18626439563,6409.185315098928,8621.133345287348,3417.108305551558,3439.799496143352,3336.0582618010003,3399.939237495968,3338.676186183819,3923.7610938846246,4540.61745448164,4048.24778537539,4387.892581170996,4781.543125044938
35,2569.864338953944,2585.5688395047273,2601.066454856069,2645.9595968608846,2629.282759232414,3672.7883512095905,4204.965583839188,3257.261669738862,3956.0257007241057,4595.475244506566,2989.8502981651677,3048.093669973403,3027.8181666123437,3072.3854170634863,3061.6429837438104,3216.0523030577638,3171.65911771073,3154.131558196047,3148.497583508343,3122.581750517105,3472.9020288148477,3575.4735484391913,4134.513832232913,3527.3717979753246,3442.4854504312775,9478.064892652237,7805.092755480635,8423.18626439563,6409.185315098928,8244.658478727848,3416.6723133672167,3412.7771187023936,3333.312129451559,3388.545081564282,3331.9405905527838,3923.7610938846246,4540.61745448164,4048.24778537539,4387.892581170996,4781.543125044938
36,2569.864338953944,2585.5688395047273,2601.066454856069,2645.9595968608846,2629.282759232414,3472.0678156176136,4160.022491027223,3257.261669738862,3956.0257007241057,4512.39883607978,2989.8502981651677,3048.093669973403,3027.8181666123437,3072.3854170634863,3031.30143023674,3200.322149525064,3171.65911771073,3154.131558196047,3100.01714394082,3122.581750517105,3455.591286281313,3575.3562983169213,4134.513832232913,3527.294830166875,3439.053036154358,9478.064892652237,7805.092755480635,8423.18626439563,6367.990355095395,8244.658478727848,3416.6723133672167,3411.6847346208983,3323.628497949012,3368.384945394826,3331.6249441299806,3923.7610938846246,4540.61745448164,4043.444686516493,4387.892581170996,4480.943683823669
37,2569.864338953944,2585.5688395047273,2601.066454856069,2645.9595968608846,2629.282759232414,3446.94019001812,4106.359501902651,3180.745904952804,3956.0257007241057,4447.812321371899,2989.8502981651677,3044.1547741203603,3027.8181666123437,3072.3854170634863,3016.3856435746343,3200.322149525064,3171.65911771073,3154.131558196047,3100.01714394082,3122.581750517105,3421.1101292341414,3500.5721151155353,4134.513832232913,3527.294830166875,3439.053036154358,9478.064892652237,7805.092755480635,8423.18626439563,6367.990355095395,8244.658478727848,3415.5204326702637,3411.6847346208983,3300.9945913694924,3368.384945394826,3331.356414370985,3923.7610938846246,4540.61745448164,4043.444686516493,4387.892581170996,4480.943683823669
